Time,Mpl,Mrbc,Vin,Vout,Summary_flux_to_RBC,A,B,d,Kin,c,Kout,ModelValue_1,ModelValue_2,ModelValue_5,ModelValue_3,RBC
0.8,424.37502949110035,8.437726688019886,41048.14505263191,741.4710114040463,40306.67404122786,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
0.84,437.1656689733095,9.18200351595556,42285.333832120756,806.8748473872153,41478.45898473354,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
0.88,449.3397048297352,9.947041313245265,43462.88094253807,874.1030677708077,42588.77787476726,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
0.92,460.9180580971422,10.731740206889183,44582.8099943512,943.0590204617017,43639.750973889495,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
0.96,471.92098832905174,11.53504041679557,45647.080615327686,1013.6495765585297,44633.43103876916,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
1.0,482.3681141331999,12.355916929629203,46657.590437043684,1085.7846623124647,45571.80577473122,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
1.04,492.27843307452156,13.193381175188152,47616.17702002204,1159.377406439976,46456.799613582065,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
1.08,501.6703409632272,14.046479197839137,48524.61971939306,1234.3439794364592,47290.275739956596,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
1.12,510.5616505469492,14.914290527752806,49384.6414929129,1310.6034943852637,48074.03799852764,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
1.16,518.9696096253389,15.795927020360534,50197.91065311822,1388.0779049741632,48809.83274814406,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
1.2,526.910918604937,16.69053131381902,50966.04256534033,1466.6918699440016,49499.35069539633,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
1.24,534.4017475115826,17.59727588043566,51690.601293249376,1546.3726697320476,50144.22862351733,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
1.28,541.457752477099,18.515361747862805,52373.10119354731,1627.0500940960637,50746.051099451244,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
1.32,548.0940917164805,19.44401964639177,53015.00846137896,1708.6565429335549,51306.351918445405,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
1.36,554.3254410112933,20.382511025615834,53617.74262798112,1791.1271156217235,51826.61551235939,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
