Time,C,M,X,kd,vi,Kc,Kd,VM1,V2,VM3,V4,vd,kj,j,V1C,V3M,epislon,compartment,Production_of_Cyclin,Cdc2_kinase_activation,activation_of_cyclin_protease
13.466666666666667,0.44269459373363496,0.012122644714977569,1.7558071532096358e-05,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.4088165881390047,0.012122644714977569,0.001,1.0,0.13932196204870823,0.021698152105808166,3.196035540253481e-05
13.6,0.4609645849716316,0.015463368262825409,2.2502662671054632e-05,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.4390683866416563,0.015463368262825409,0.001,1.0,0.13475322809142434,0.028719566761739923,4.271427320513485e-05
13.733333333333333,0.4786354266676039,0.01986611952594117,2.9093284758381636e-05,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.4672535255465682,0.01986611952594117,0.001,1.0,0.13033387001190944,0.03764492731518421,5.671653697843573e-05
13.866666666666667,0.49572669986198986,0.025586006493187274,3.778454718484466e-05,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.493562540596829,0.025586006493187274,0.001,1.0,0.12605887889770634,0.048451990500081754,7.424652484314467e-05
14.0,0.5122573283604374,0.03285986329622197,4.90532223317045e-05,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.518163358293919,0.03285986329622197,0.001,1.0,0.12192340460430773,0.060895472654496796,9.537251889018411e-05
14.133333333333333,0.5282455999291082,0.041880307976328315,6.337474425718662e-05,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.5412045525860587,0.041880307976328315,0.001,1.0,0.11792275633165863,0.07457874971405953,0.00012004048025866798
14.266666666666666,0.543709187394995,0.05278311995094639,8.121832951677504e-05,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.5628180549566053,0.05278311995094639,0.001,1.0,0.11405239856887206,0.08905968123517383,0.00014819248245939026
14.4,0.5586651685932281,0.06564711167502876,0.00010305962057316698,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.5831214207290627,0.06564711167502876,0.001,1.0,0.11030794294654966,0.10393548328438529,0.00018004095573412315
14.533333333333333,0.5731300454874386,0.08050243534523734,0.0001294076872301108,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.6022197344044469,0.08050243534523734,0.001,1.0,0.10668513670633281,0.11888349061151482,0.00021590722064153411
14.666666666666666,0.5871197614242665,0.09734204736027054,0.00016083987550075015,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.620207217984146,0.09734204736027054,0.001,1.0,0.1031798496750582,0.13366716058465422,0.0002564638833131849
