Time,C,M,X,V1,V3,VM1,VM3,Kc,cell,reaction1,reaction2,reaction3,reaction4,reaction5,reaction6,reaction7
8.700000000000001,0.21739773702692458,0.007566253225835923,7.62904922003852e-05,0.9091096576128403,0.007566253225835923,3.0,1.0,0.5,1.0,0.025,0.002173977370269246,1.7465815564148516e-05,0.9045524142843836,0.9031633880670036,0.007528607317224901,0.007514393858823088
8.8,0.21967743553009667,0.007706085038256522,7.772278233873149e-05,0.9157329020672477,0.007706085038256522,3.0,1.0,0.5,1.0,0.025,0.002196774355300967,1.7809291755681797e-05,0.9111418136813209,0.9097316382333044,0.0076677433415255425,0.00765331091026334
8.9,0.22195482087775056,0.007848001892946814,7.917722988855041e-05,0.9223076616119769,0.007848001892946814,3.0,1.0,0.5,1.0,0.025,0.0022195482087775057,1.8158108829735782e-05,0.9176829521225366,0.9162516426684769,0.00780895403108983,0.007794296822586731
9.0,0.22422989484527198,0.007992054658572475,8.065439558424536e-05,0.9288344617140287,0.007992054658572475,3.0,1.0,0.5,1.0,0.025,0.0022422989484527198,1.851240063396196e-05,0.9241763520868483,0.9227241035311289,0.007952290001371227,0.007937402281716369
9.1,0.2265026591881821,0.008138279853651212,8.215471771407552e-05,0.93531382021898,0.008138279853651212,3.0,1.0,0.5,1.0,0.025,0.002265026591881821,1.8872273110943256e-05,0.9306225285316955,0.9291490146698542,0.00809778758907527,0.008082665943612618
9.200000000000001,0.22877311565149458,0.008286720712303417,8.367868187222837e-05,0.9417462475148265,0.008286720712303417,3.0,1.0,0.5,1.0,0.025,0.002287731156514946,1.9237843200406242e-05,0.9370219889588061,0.9355266312586034,0.008245489813090664,0.008230130886381177
9.3,0.23104126596613678,0.008437416575993723,8.522671186760145e-05,0.948132246655577,0.008437416575993723,3.0,1.0,0.5,1.0,0.025,0.002310412659661368,1.9609213776309922e-05,0.943375233586724,0.9418569999981296,0.00839543581901676,0.008379834046405875
9.4,0.23330711184791772,0.00859042480114844,8.679942937826253e-05,0.9544723134894557,0.00859042480114844,3.0,1.0,0.5,1.0,0.025,0.0023330711184791774,1.9986533373022827e-05,0.9496827553737632,0.9481408705218529,0.008547682677767681,0.008531831319804135
9.5,0.23557065499856533,0.008745807992561236,8.83975019603215e-05,0.9607669367901502,0.008745807992561236,3.0,1.0,0.5,1.0,0.025,0.0023557065499856533,2.0369961329428443e-05,0.9559450402074406,0.9543791093212748,0.008702292682504012,0.0086861828234003
9.600000000000001,0.2378318971009639,0.008903618508697447,9.002155210357111e-05,0.9670165983692325,0.008903618508697447,3.0,1.0,0.5,1.0,0.025,0.002378318971009639,2.0759646844996148e-05,0.962162567091047,0.9605720809076893,0.008859317931035508,0.00884294409975215
9.700000000000001,0.24009083982376028,0.009063916457420862,9.167225617665389e-05,0.9732217732120577,0.009063916457420862,3.0,1.0,0.5,1.0,0.025,0.002400908398237603,2.1155751764369766e-05,0.9683358081923433,0.9667203817153929,0.009018818232004762,0.009002175666888932
9.8,0.24234748481626586,0.009226753032641592,9.335017836383327e-05,0.9793829295841738,0.009226753032641592,3.0,1.0,0.5,1.0,0.025,0.0024234748481626587,2.1558412261383844e-05,0.9744652290305242,0.9728241937712602,0.009180844524451903,0.00916392699253016
9.9,0.24460183371207128,0.009392186801851865,9.505597536129523e-05,0.9855005291592766,0.009392186801851865,3.0,1.0,0.5,1.0,0.025,0.0024460183371207127,2.1967786043352693e-05,0.9805512885240829,0.9788839178327672,0.009345455084301365,0.009328256237121586
10.0,0.24685388812678014,0.009560278249537691,9.6790311061126e-05,0.9915750271285036,0.009560278249537691,3.0,1.0,0.5,1.0,0.025,0.0024685388812678015,2.2384032687475818e-05,0.9865944391257221,0.9848999537328116,0.009512710094926576,0.009495222007767349
10.100000000000001,0.24910364965690232,0.009731094741015252,9.85539402461602e-05,0.9976068723106389,0.009731094741015252,3.0,1.0,0.5,1.0,0.025,0.002491036496569023,2.28073330059694e-05,0.9925951269067621,0.9908728691345645,0.009682676586283905,0.009664891398736676
10.200000000000001,0.2513511198809105,0.009904706385071715,0.00010034764560960795,1.003596507265803,0.009904706385071715,3.0,1.0,0.5,1.0,0.025,0.0025135111988091054,2.323787452255332e-05,0.9985537916901924,0.9968032374316435,0.009855424318141619,0.009837333901737801
10.3,0.2535963003550544,0.01008118143662826,0.00010217220328362586,1.0095443683928915,0.01008118143662826,3.0,1.0,0.5,1.0,0.025,0.0025359630035505444,2.3675843494801654e-05,1.0044708671706981,1.002691481332858,0.010031021205618846,0.010012618078420644
